s1;1;420;750;850;960;250;630
s1;1;200;310;380;610;490;300
s1;1;430;550;320;480;940;580
s1;1;970;1220;520;640;1345;450
s1;1;1280;1410;250;430;1720;510
s1;1;1650;1780;540;740;790;900
